,OG_Title,TMDB_Title,Release_Date,Rating,Genre,Budget,Runtime,Original_Language,MovieAge,Semester,Weekday,Date,Attendance
641,The Green Knight,The Green Knight,2021-07-29,6.6,"['Adventure', 'Drama', 'Fantasy']",15000000.0,130.0,en,258 days,Sommersemester 22,Wednesday,2022-04-13,2
642,Booksmart,Booksmart,2019-05-24,7.044,['Comedy'],6000000.0,102.0,en,1056 days,Sommersemester 22,Thursday,2022-04-14,4
643,Encanto,Encanto,2021-10-13,7.6,"['Animation', 'Comedy', 'Family', 'Fantasy']",50000000.0,102.0,en,188 days,Sommersemester 22,Tuesday,2022-04-19,11
644,La Casa Lobo,The Wolf House,2018-09-26,7.583,"['Animation', 'Horror', 'Drama']",245000.0,75.0,es,1302 days,Sommersemester 22,Wednesday,2022-04-20,0
645,Titane,Titane,2021-07-14,6.439,"['Drama', 'Thriller', 'Horror']",6600000.0,108.0,fr,288 days,Sommersemester 22,Thursday,2022-04-28,3
646,Gefangen im Netz,Bound,2015-01-09,3.635,['Thriller'],0.0,91.0,en,2671 days,Sommersemester 22,Tuesday,2022-05-03,12
647,The Nightingale,The Nightingale,2018-09-23,7.084,"['Drama', 'Thriller']",0.0,136.0,en,1319 days,Sommersemester 22,Wednesday,2022-05-04,3
648,Lamb,Lamb,2015-10-20,6.0,['Drama'],0.0,93.0,en,2389 days,Sommersemester 22,Thursday,2022-05-05,19
649,Pleasure,Pleasure,2021-10-08,6.218,['Drama'],1800000.0,108.0,sv,214 days,Sommersemester 22,Tuesday,2022-05-10,5
650,Joker,Joker,2019-10-01,8.161,"['Crime', 'Thriller', 'Drama']",55000000.0,122.0,en,953 days,Sommersemester 22,Wednesday,2022-05-11,24
651,Benedetta,Benedetta,2021-07-09,6.634,"['Drama', 'History', 'Romance']",24350000.0,131.0,fr,307 days,Sommersemester 22,Thursday,2022-05-12,5
652,Thelma,Thelma,2017-09-15,6.835,"['Drama', 'Mystery', 'Thriller']",5700000.0,116.0,no,1705 days,Sommersemester 22,Tuesday,2022-05-17,0
653,Bergman Island,Bergman Island,2021-07-14,6.161,"['Drama', 'Romance']",0.0,113.0,en,308 days,Sommersemester 22,Wednesday,2022-05-18,1
654,Große Freiheit,Great Freedom,2021-11-18,7.2,"['Drama', 'Romance', 'Crime']",0.0,116.0,de,188 days,Sommersemester 22,Wednesday,2022-05-25,0
655,Annette,Annette,2021-07-07,6.776,"['Drama', 'Romance']",15500000.0,140.0,fr,328 days,Sommersemester 22,Tuesday,2022-05-31,3
656,New Order,New Order,2020-10-22,6.5,"['Drama', 'Thriller']",0.0,88.0,es,588 days,Sommersemester 22,Thursday,2022-06-02,0
657,Für Sama,For Sama,2019-07-26,8.3,"['Documentary', 'War']",0.0,100.0,en,1055 days,Sommersemester 22,Wednesday,2022-06-15,15
658,Psycho Goreman,Psycho Goreman,2020-10-29,5.976,"['Science Fiction', 'Comedy', 'Horror']",1700000.0,95.0,en,600 days,Sommersemester 22,Tuesday,2022-06-21,7
659,Prinzessin Mononoke,Princess Mononoke,1997-07-12,8.34,"['Adventure', 'Fantasy', 'Animation']",23500000.0,134.0,ja,9112 days,Sommersemester 22,Thursday,2022-06-23,33
660,Fabian oder der Gang vor die Hunde,Fabian: Going to the Dogs,2021-08-05,6.6,"['Drama', 'Romance', 'History']",178.0,176.0,de,327 days,Sommersemester 22,Tuesday,2022-06-28,5
661,Spider Man: No way Home,Spider-Man: No Way Home,2021-12-15,7.967,"['Action', 'Adventure', 'Science Fiction']",200000000.0,148.0,en,202 days,Sommersemester 22,Tuesday,2022-07-05,25
662,Ruben Brandt,"Ruben Brandt, Collector",2018-06-22,7.424,"['Animation', 'Action', 'Thriller', 'Crime']",0.0,96.0,hu,1475 days,Sommersemester 22,Wednesday,2022-07-06,3
663,Spencer,Spencer,2021-11-04,6.831,"['Drama', 'History']",18000000.0,117.0,en,252 days,Sommersemester 22,Thursday,2022-07-14,13
